name1,name2,time
03c0f7bf01f4d5e812247cc05b61d1f3,645d46c5e658b1bb1856231eeb928396,2
122713-121.4781-31.12205001,010320-121.4781-31.12205001,2
8d5073367564fcf138ef4f5fa33a437b,dce1ba393762b12e253dedf316f22bf8,2
010314-121.42126-31.24272001,010123-121.42126-31.24272001,21
896ea27f0ada07d5c4040d9c5a75c321,1c544ac323159f7957f4918d8fcc4493,2
010410-121.455099-31.23761201,123110-121.455099-31.23761201,2
2ba1a16f86c3d101c1b5b586bf631e0d,9840d20bb5160dbb6db8f7637a536d00,2
12271-121.55434-31.27565001,12279-121.55434-31.27565001,5
d21bcf2df404fa85b6ed2df90c206b2c,537b2da3f35d4e6f05f851787411e124,2
010121-121.34887-31.15614001,010118-121.34887-31.15614001,3
78ab4d915d9e4e0cc105546eb3eca6c8,6283490f37c57c62f2f57cf198156a1e,2
12282-121.49207-31.15795001,122719-121.49207-31.15795001,6
8d5073367564fcf138ef4f5fa33a437b,5119bbcdc44d50899e59336bf890e295,2
123018-121.43771-31.22144001,122712-121.43771-31.22144001,2
9c1151db8364f7a7012f21099e25904a,6f059d53125c34e24df46d7125113b4c,2
123012-121.458-31.22933001,123013-121.45415-31.23321001,2
9d31260be5032791f0a913b7750145a3,228ef2edeba481ba81fb4132b14d0860,2
12294-121.323-31.30290001,12283-121.323-31.30290001,2
d6eb7a508ef2c6804faa1b988859c42c,635232b689d0b9828de10f674dcf585e,2
010416-121.49628-31.27695001,123014-121.49628-31.27695001,4
3d03484a98387919c47daca450f226eb,2b766658dad22494d7b6a2f841680c72,2
010315-121.48366-31.32555001,010313-121.48366-31.32555001,5
b0ae94fe57637d7afc99132f978bb8e7,8e49379aec4df5ab9adf9af865ee7f6a,2
122920-121.46-31.22083001,122921-121.46-31.22083001,2
5f7015e300dcdbc3e2ad9a8b1dc27a90,112ed130968a5e41f21525646960c370,2
123020-121.42957-31.21632001,122910-121.42957-31.21632001,2
6fd8ee1bd57dffe86f63bff29b3ba3e9,35546f93fd339efc9e523891881af5d4,2
122917-121.43901-31.22171001,010512-121.43901-31.22171001,5
7ff700fb427f5091107b359b32bcf1a2,cbc2e8bcc542d7359f2b60efcd794a38,2
010313-121.48883-31.27782001,010413-121.48883-31.27782001,2
b662ff6c7501ef17688147919b89aab9,f77348b30bbadb57e6380549232b2662,2
123010-121.46177-31.29409001,010510-121.46177-31.29409001,2
59419715021a5748e683db67cf2a8edf,6362fad40009d535ab78c43dd74c4ea1,2
123112-121.39716-31.20056001,123115-121.39716-31.20056001,4
11a67cdd0669892cc87af50b531d1d15,132a0cb47d96fbfd516510c81b3c301f,2
01051-121.168-31.10078001,01052-121.168-31.10078001,3
09f0e66e6005720fbbd91c0700d50ae9,04a92f408bcd0dbdaf993a72a27f32c1,2
010423-121.46694-31.24944001,122824-121.46694-31.24944001,5
506327c89fdacc064fdcf3f8d53abb78,4c0e6165cb5ed93be76c11d548820c78,2
12283-121.43292-31.21685001,01047-121.43292-31.21685001,2
1d1f8f2bc07c3da2ff91d126cc2fbf37,e55d4c20fd6b8a9f683194cf38f0dea1,2
010521-121.48615-31.33961001,010323-121.48615-31.33961001,2
9d0c0473c67722a6d7bb62d5f5720b2d,037f99941fa887647f012252842e0a0d,2
010512-121.4715-31.19709001,010513-121.4715-31.19709001,2
5602ded2fc72f8fea8072bef513c0509,8e58e735a0de8449e2093a52e189e2cd,2
12289-121.48633-31.21750001,12307-121.48633-31.21750001,2
c49feead37460b8d1e799e86a63a816e,a038627834472c6007d8d49dead98203,2
12318-121.43262-31.18580001,12308-121.43262-31.18580001,2
7783b22b5f2a3767a2228b624e099512,cd9bdbe2b91f8ee4586e8d6e4fd72b13,2
010518-121.51508-31.25672001,122917-121.51508-31.25672001,5
07fe4045f55ebdd34df735282db4cb07,fb8b00722c7dfe5f01cafcbf8aefbce8,2
010213-121.58788-31.26278001,01027-121.58788-31.26278001,2
3dd7c766f984e1291d571e37906d7671,6fe51794d31e8449670bd3c15ceaacec,2
122715-121.54944-31.18493001,122712-121.54944-31.18493001,2
56907fd414c2cc52363d5333dcb12d29,99370d7d0994fab61c936e14ff2529f3,2
010422-121.54823-31.27491001,01065-121.54823-31.27491001,21
528de9b278b3dcb8ad670f8e4d97bd51,ffafed5b228fd91bfdea9e6c91015e2b,2
01037-121.56969-31.14685001,12306-121.56969-31.14685001,3
677cd777598a95b686da937af03fad0d,acfc5ec215a723a303eab464684947d3,2
122823-121.42484-31.20074001,010410-121.42484-31.20074001,2
e36f3a3fa5c566aaaa18f73320c6a444,6e5650bb0d59ad9a99f7fb689665a0b8,2
01011-121.450734-31.19151001,01026-121.450734-31.19151001,11
a19097ef3a71fc41974c49f398accc5f,ef9f08419c4de13ae09b93cdd9536a7d,2
12314-121.76472-31.02781001,12315-121.76472-31.02781001,2
4c0e6165cb5ed93be76c11d548820c78,f3ebad1d9de84c75939d232e823c2894,2
01052-121.41722-31.21861001,01054-121.41722-31.21861001,2
5838472e9bedcf6d9de163f17bac4ac5,7d7d79015d8cf35ea3f2a3a6fa380ad2,2
010122-121.68105-31.19022001,010123-121.68105-31.19022001,3
02a6729447d6f6a1dcc5ae62b7c31da6,e36f3a3fa5c566aaaa18f73320c6a444,2
12294-121.34543-31.12246001,122821-121.34543-31.12246001,3
f1b5a959c01ae2c92ddb5d035754bb12,d46c9c6070565c42410417c6e49abeb8,2
010313-121.44355-31.21520001,123117-121.44355-31.21520001,4
a380ca9c8911cf1c1454b90bd79c6045,43cd3f6cf9ba4eb2a71fc012079711d9,2
122715-121.21365-31.04038001,122714-121.21365-31.04038001,2
b9098c59fe16d1f393e5df9fbd61c620,315ec1f1951761d45a54fc2b27ff3b3b,2
12286-121.455-31.25610001,122723-121.455-31.25610001,25
80b6873910ae5dad27f21879916081cf,3e2c2ccd918321f2d47d5b34cd787fcd,2
01024-121.55013-31.31446001,01027-121.55013-31.31446001,4
e4bff51c7d20d886333fddee57cdc3dd,4b418db9b125918c103b74156a7d3e57,2
010119-121.41148-31.22024001,010121-121.41148-31.22024001,2
942e825947665da76befc77a2f4935c6,40777b83f8f813bdd52bc78660b92137,2
122724-121.42897-31.12278,12295-121.42897-31.12278,39
927afbf0e28b943b7cab6325914c356e,61c0b341c14e5c5fb34503d4d14ee490,2
122816-121.56499-31.08304,122817-121.56499-31.08304,2
4114e84946d75e317bc1a49fb163f626,d32bd9b620eeddedff6f6eaa360eb7c7,2
01026-121.5158-31.08537,12286-121.5158-31.08537,2
78f5f7210b26621dc32d3df8a32a29f9,7ef6523458f83e74c9c102dbd6fead22,2
010611-121.39591-31.13346001,01049-121.3873-31.13497001,3
0837ce6f83f6ca2f67d649536aab5b51,4dabc1407428721f944a42ca87e53aff,2
010414-121.4411667-31.19747223,010610-121.4411667-31.19747223,2
09b66ec8f926782838338d73a3ff0a1d,ca0d76cdaf35fa19469be4f94b4db895,2
12273-121.44517-31.33911001,12271-121.44517-31.33911001,2
2187b54607cbd7d343f10dcf01aae7bf,f1323bfd8978c9a7ce9d3db171efae09,2
010123-121.46496-31.19942001,010124-121.46496-31.19942001,2
f6167e6da60dd4f6f516b1e080077711,d951de778fca8731096665f8ef9ce1da,2
123015-121.6109-31.19580001,122817-121.6109-31.19580001,2
82661e1622d217829c65e5c003422225,6e363fe45cfe2c2acf06b8f9f2cfd80b,2
122912-121.48748-31.20457001,123017-121.48748-31.20457001,2
e7902567c892c795804716ac9b2ce69a,e84287fda035275e9d38da36e0e179ca,2
122810-121.41833-31.18185001,12298-121.41833-31.18185001,6
6362fad40009d535ab78c43dd74c4ea1,4936aa02ba3cfdba50b2ef54b8017a3f,2
010110-121.52793-31.28212001,010219-121.52793-31.28212001,2
a3e44f77dfeda84f33e5bf1312c2001c,e5e7f503909afbc8d8adffd61f1a19ef,2
122717-121.53432-31.20449001,122715-121.53432-31.20449001,5
13d7da14488b2ae00d08eebb3e0a3a2a,1bd930ba29dba71f89feb58706cd50e9,2
122716-121.42639-31.18750001,010215-121.42639-31.18750001,2
619ed7e955c6fc7b91d817140a6d6591,418b78bde178b1f067b4d2a9384c9591,2
010522-121.44925-31.27256001,12277-121.44925-31.27256001,20
aaff81d11e92124ed92ca33420274150,e6f05dc94de3a9ba321a06f11eb1c55c,2
01058-121.581-31.01450001,010217-121.5743-31.03075001,4
a0add06c9c5d10ec572cc02dae9912f8,4c7b3d083a10d12fa50f8d485b0040c4,2
010210-121.60236-31.26808,010214-121.60236-31.26808,37
a0c15630b3e1307e07090d9015ecb4b3,d2699935932eb099b46591d8f4057e79,2
01058-121.54944-31.18493001,12277-121.54944-31.18493001,12
53539b2830630f782f213fda0215a7eb,5de0dd60982864cbcf94ca77ce22d320,2
12317-121.36208-31.11382001,122915-121.36208-31.11382001,2
1565fd83527f9da3f095da0805efba0f,dd77675bae647045efc5b590ad66c311,2
123014-121.498,30.83370001,4
4ecd357c2bd399d669a2f825b1d1f21f,3f3da52ea8b11e65a611910c083a2b5d,2
010217-121.34466-31.18122001,010222-121.34466-31.18122001,2
02d7b467928a56f39067b7b27ea228fb,22109971ed3d2b762d634ef705d25a2b,2
12296-121.40865-31.35666001,010320-121.4289-31.36740001,2
cf420bc6b0cd32bbd071089012ea3cb6,4b418db9b125918c103b74156a7d3e57,2
010410-121.46496-31.19942001,010413-121.46496-31.19942001,2
d21bcf2df404fa85b6ed2df90c206b2c,942e825947665da76befc77a2f4935c6,2
010119-121.34887-31.15614001,010121-121.34887-31.15614001,5
39f1a07be6840ff5ab6a5a744a01effb,7d23ba2af0aa78d5eb6e9d6ddee264f4,2
122921-121.39324-31.21182001,010419-121.39324-31.21182001,2
977c322f193e5da6f6d13e565bb172c0,096d6ae747932065545cd4893234f5c1,2
010311-121.43268-31.30658001,010310-121.455-31.33020001,2
06e53f9c7185985d74e1e4e1e3e07ec6,8847baa8fd8bc8328cd512b4653743ee,2
01046-121.5893-31.28280001,01041-121.5893-31.28280001,10
ac44165ae39a1149e5973d98d10b5e34,c7807ddeab08bce07dd22eb32940df38,2
010213-121.40069-31.24175001,12288-121.40069-31.24175001,7
371b30e6203acca340c0ea9fa22ade4a,a5c10fa91aff026dfe84162073d16ca2,2
123123-121.43647-31.18374001,01011-121.43647-31.18374001,4
0981d1fb878d6f832b92e824c7de17ca,775e7faebbfec98f03502b8b9efcf220,2
010417-121.47025-31.27855001,010514-121.47025-31.27855001,2
db89b01b996d1dbc0912b97bcfa98654,9f6d668d73f059f300832d1b1ef76112,2
01011-121.17619-31.28276001,01012-121.17619-31.28276001,2
5062de903d03fb8c6e0e91c67997464f,991bdce3abe2bd0eb9781c345d9c1a40,2
010412-121.47308-31.23408001,010413-121.47308-31.23408001,2
0219f5cd1a7fa4ef7cbffdc78e0e47dc,f7fc1202c35edc6321cebec6461b7cb6,2
010421-121.63727-31.19393001,010521-121.63727-31.19393001,2
12a0dd339015757eb53ee58bd7da6286,d09f9e15bf8eff8e2046d0dceffcaf4d,2
010216-121.46199-31.21206001,010215-121.46199-31.21206001,2
c8baff9667a4b81cc84c1451530ef1b7,e50aff92c558850f30f6e57465e357d5,2
01058-121.37954-31.27615001,12275-121.37954-31.27615001,3
b8dccb8f57d164cd5cfa9538f1423e88,614842ef28d34bb364d1a4c9ee396709,2
01048-121.50406-31.17431001,010213-121.50406-31.17431001,2
fa8eb6f9f538043ebeaaf9385101256b,ae739864bb2b8ff99ca973de9f0ef76f,2
010310-121.51355-31.27829001,010312-121.51355-31.27829001,2
991c4edd4cfcfc6637da3181549f196e,695e2017ca98bdb160340d9bae487f74,2
122820-121.48909-31.18010001,122920-121.48909-31.18010001,2
87d092f9149e4d3ab69ee6db2d218d08,cd2ec8eda522d108db51cb7d3890c22a,2
01046-121.46816-31.26207001,01044-121.46816-31.26207001,7
4ee46e7edf45c60a1f9fa9d54f03420c,d48ca1ef1bbab97c4aec95208dde27b3,2
010317-121.48176-31.23285001,010417-121.48176-31.23285001,2
9cf6f26d2ded3795300d6a489a64a693,55b70f55075d707e530fa515faf6205f,2
122712-121.46196-31.23227001,122713-121.46196-31.23227001,2
56907fd414c2cc52363d5333dcb12d29,03fc89e5c91966a57241306fed0e8291,2
01044-121.54823-31.27491001,01042-121.54823-31.27491001,27
ed9b7a80a74781f62fa11424c98a0238,b1b5db5724a82aea0af7ffebf00d44af,2
010217-121.43678-31.31199001,01021-121.43678-31.31199001,3
0524424b5ddb6073feb894c0d3b40649,fa1c3758fee646cfd42ddf0d15ea41cf,2
123024-121.40083-31.22528001,010412-121.40083-31.22528001,4
a8c35e54fcbd7491ebaeb9434610333c,418914148d3c218abeae4a427ebdb2cc,2
010114-121.41148-31.22024001,010113-121.41148-31.22024001,2
6f2e00441fcd991b6772f2126093d7f2,bfa56cd8d1e56a5d2578ca3ff3e04009,2
12288-121.5897-31.26855001,01068-121.5897-31.26855001,6
6213178970feff4423e71980cccb3928,5ef7b3e962fbe36c05e0c42723a0bbf9,2
12301-121.516-31.24090001,01061-121.516-31.24090001,17
051849eb7e46c258d65974f0eab8d0f6,b0d8ee22397a2c2524af16be4f59e55e,2
12299-121.3509-31.16767001,01049-121.3509-31.16767001,2
eb11b4cb6b1235ea050407bbd7b7d4ba,05bbed78eac983d7602a3f4ff1970e20,2
010611-121.47555-31.26250001,010512-121.47555-31.26250001,2
f33046b27190b01d9869e90eb0024236,fe18abd1b919777f3b02f087e4087e18,2
01044-121.40222-31.35138,12314-121.40222-31.35138,2
235c94112e746a4106bf9e01e2e220f7,1d0f3db55e99ab40b3bc5b777b661adb,2
01047-121.37615-31.16519001,01042-121.37615-31.16519001,8
8e01d6b17ee4116d207d049eda65b29d,a6494457a1e13e5823e008f18bcbbfe2,2
12312-121.38726-31.18293001,01056-121.38726-31.18293001,4
1398e48692b88faebd97c669e3e7754d,5ef7b3e962fbe36c05e0c42723a0bbf9,2
01025-121.55778-31.16556001,12275-121.55778-31.16556001,2
50b1514b4483bf40a545daab96eba9e3,6294db7e85da2fa279ce002b14e35f56,2
010610-121.43125-31.28955001,123020-121.32066-31.17223001,2
667f3e0a46274b6d8df72797bc3fb699,8603842f737397a9fdfbf784f80adf8c,2
010512-121.39379-31.23297001,122913-121.39379-31.23297001,3
06e53f9c7185985d74e1e4e1e3e07ec6,09f0e66e6005720fbbd91c0700d50ae9,2
123112-121.46326-31.24593001,123111-121.46326-31.24593001,3
17e2dd0fc5174104f7ee9da9b09f6888,3567bd3a95317632f3fe0f019b870c14,2
123017-121.50907-31.01119001,010612-121.50907-31.01119001,5
594060efd7b4f97420b31df0157404d0,c5e59320591ef16b79c88aa60ba24d88,2
122815-121.51055-31.23477001,122811-121.51055-31.23477001,4
ea0c652358206f17b6e8934e2f456e8e,d8c326cb46099bf9d862c07253fb0ce7,2
010612-121.45852-31.19184001,122914-121.45852-31.19184001,4
0e65781dc911afef882cf4a74b00837a,aee0d680eedb2a1acdd5e18b54a0b8c8,2
122910-121.48011-31.29320001,122810-121.48011-31.29320001,3
c01c116e95141b7f0cb422c80c73690b,5ef7b3e962fbe36c05e0c42723a0bbf9,2
123117-121.51779-31.24404001,122718-121.51779-31.24404001,2
78f5f7210b26621dc32d3df8a32a29f9,da7eb05faecef79d2077ec48c6d26f24,2
122718-121.3873-31.13497001,122720-121.3873-31.13497001,4
c61e9192e6b91fba277d81c8b714c6cd,1053714e7f99bdb744d704f5a19eb419,2
010122-121.46935-31.22328001,010121-121.46996-31.22194001,2
175b2654de0889cb72d180f15ec7156c,7af31d30bb327b0a3ebc2d6f45eea5d2,2
01057-121.38482-31.12029001,01051-121.38482-31.12029001,2
acf1f9db385f6bed9c674bdb08f9f8b9,789680c152ccb9c89810965cde2a3b40,2
010316-121.46583-31.22416001,123115-121.46583-31.22416001,2
b1a1012fccd3fa080b7916463eb3c756,3edd4f69236ffae1712c5bbc97b1d05a,2
010517-121.42337-31.26472001,122712-121.42337-31.26472001,3
5c226415a7d3ddedcbfb432eec0348dc,834ebde1c40a04398958ba922806c4f0,2
01014-121.50831-31.24103001,010123-121.50831-31.24103001,15
59419715021a5748e683db67cf2a8edf,40fbf77ece2e89c6af075f110119abe6,2
123120-121.39716-31.20056001,122918-121.39716-31.20056001,2
418b78bde178b1f067b4d2a9384c9591,f79721d292c5e763725995fa488c4453,2
01068-121.44925-31.27256001,01067-121.44925-31.27256001,3
8fb2b990ff2719508c9f99f3c85c8736,8e01d6b17ee4116d207d049eda65b29d,2
12314-121.38726-31.18293001,12319-121.38726-31.18293001,8
f488e08d479dbabdbbb40157133c74cd,3abeb47f5de9e077e0e6cf50f8616567,2
010413-121.43302-31.23606001,010316-121.43302-31.23606001,4
c36e9edd726440d7666bda1224bf390a,0b7a09406c25093d7ade90e0290c485c,2
010323-121.46215-31.25113001,12308-121.46215-31.25113001,2
9c19397a504e1e72e2d12238e1a00496,00ef6dc61dee0b49343554a68564f23f,2
12309-121.42222-31.25888001,01069-121.42222-31.25888001,2
4a05f51a9b8219b2debdf70b01c37113,14c7f4e4d9ac4eacc2d63bf177de40d3,2
010221-121.4511-31.28222001,122721-121.4511-31.28222001,2
a11d3d943722192722650c3db6f357c7,40777b83f8f813bdd52bc78660b92137,2
123018-121.34887-31.15614001,010424-121.34887-31.15614001,2
1cc9e030b0328c8a33a651a3da0d247c,2af6a28e7735d93df7c790b03a121822,2
123124-121.47552-31.23922001,01012-121.47552-31.23922001,4
661fb5e74accf39d33931b9c8558cf8f,d638901e15bbdb1971daab0c6d83fd53,2
01015-121.47861-31.21289001,01016-121.47861-31.21289001,6
63157541c07332e69617c426da702d91,d7146a798d5b8b7bfaf898a15f3a293c,2
010514-121.43688-31.23130001,010417-121.43688-31.23130001,7
942e825947665da76befc77a2f4935c6,32a76acf92f3490e06f36d009b791db9,2
123116-121.34333-31.15889001,123110-121.35172-31.12850001,2
0114c687646c6c376617056e165c0f9e,3af5f33ca63df05c550fe8973eb1068d,2
010611-121.41142-31.22033,122710-121.41142-31.22033,4
da7eb05faecef79d2077ec48c6d26f24,88b5dd4f61da387c8e454a7c71483150,2
122716-121.51417-31.22489001,122715-121.51417-31.22489001,3
49e13d23fa243f0de32aaa28ff7c0769,ddec33842458434299eab56c988488f9,2
010420-121.51355-31.27829001,010421-121.51355-31.27829001,3
929f5817539a88a938888b733fe8f43d,93328ae4a8b698ce40b62fb08eb5aca2,2
010219-121.5893-31.28280001,122913-121.5893-31.28280001,5
4a21d554e15c5d0fcc46928d9f95e44a,40777b83f8f813bdd52bc78660b92137,2
01051-121.34887-31.15614001,12313-121.34887-31.15614001,4
c4f6c6270e5034ce0df4752f1a0ae500,3f3da52ea8b11e65a611910c083a2b5d,2
010218-121.34466-31.18122001,123119-121.34466-31.18122001,2
06d94b2c332fae5db7ddc5f946901679,23301d52192e6b42fb1649f704a30ef3,2
010215-121.45257-31.19331001,010214-121.45257-31.19331001,2
fcd034928f7d35598acc10e4e6ce3032,981c64c3feb6cace4163edfdb1342560,2
123010-121.4763226-31.27177525,123013-121.47066-31.27401001,2
4f7a7a0bf231d5f3faaf9d5fa8c4dec5,fe38018a15ac3795d1401d07410add47,2
010115-121.36583-31.14853001,010117-121.36583-31.14853001,2
b6cb895dd93acf9c5331eb61ff68a6e2,8bb1e3d868327db70351ca321b74334d,2
01027-121.44588-31.22272001,12287-121.44588-31.22272001,2
33f027e7796ad951d3bb515a1209d411,d36828d788249083104abe98f61ff98e,2
010113-121.37893-31.31719001,010116-121.37893-31.31719001,2
64f8abcaa7358ecb7087b09a59c1ba77,842588a758c9a8fe3e0326c8d4c52d02,2
122715-121.36583-31.36469001,122713-121.36583-31.36469001,2
70813b9294ba321331e3167ea968b804,f17081636ebcc9feebf9572b17125bc6,2
122715-121.54944-31.18493001,123117-121.54944-31.18493001,2
3f875c5034ead9d68ca1b7211ea32d3d,730d57ebc60a744bc2a78a7fb4cc99f6,2
123111-121.39324-31.19218001,123114-121.39324-31.19218001,3
81304f9a0a823e4a51ec40982bf3412a,707178fe71b007d753be9bf8aea644e7,2
12289-121.48-31.30430001,12319-121.48-31.30430001,2
9608e9a1b006d85f60d65083141653bf,aced0e55e55c03dec482c1a832c880b5,2
123013-121.43861-31.18806001,123011-121.43861-31.18806001,4
7966cfa5b6226e35ef7853f890085434,8c1f0936a87cceac5c7596ed1940040a,2
122810-121.41639-31.02958001,122822-121.58172-31.12681,2
a12300f9b01ffd928fb45787d2c4ab5b,60bf487a5a2e6e4a0be6ffe402eff700,2
01011-121.29456-31.13007001,01024-121.43114-31.11482001,2
e5e7f503909afbc8d8adffd61f1a19ef,6fe51794d31e8449670bd3c15ceaacec,2
12277-121.55185-31.18373001,12278-121.55185-31.18373001,4
6f059d53125c34e24df46d7125113b4c,8c1f0936a87cceac5c7596ed1940040a,2
01037-121.516-31.24090001,01033-121.516-31.24090001,10
3a16ba2548fa732a700fe92c9f30f775,f44e0642e6d10c68f11c363afeb13b4b,2
01067-121.40809-31.30515001,12288-121.40809-31.30515001,3
88fdd611fd1ed651e1d4d3b8336076f4,8500bb183b5244944a2202e29c954f94,2
123119-121.45048-31.20358001,123118-121.45048-31.20358001,3
077caa073c95a98ad77e041448fb1b3d,9a844d52d9624cd22bd33ab62cd2900b,2
122717-121.47811-31.27148001,122718-121.47811-31.27148001,2
c90aec254c688eb44ea85beb85b909cb,bbfba551c41bcae6bc64d38ba15a7240,2
010220-121.484-31.22390001,010221-121.484-31.22390001,2
b4432e43c65a9d2691070e2e4b80f52f,dc6914dc245259140cd678d8d8307da6,2
010522-121.40222-31.35138001,010322-121.40222-31.35138001,2
a0958e40808518a1c3bf24b84faf6fb6,40777b83f8f813bdd52bc78660b92137,2
12319-121.34887-31.15614001,01019-121.34887-31.15614001,2
834ebde1c40a04398958ba922806c4f0,9ef999259a00daca1e1e0319f4227c81,2
12271-121.50831-31.24103001,12272-121.50831-31.24103001,2
293c48d0f3452e572cdd7c933dac9139,cefa1a956b3f4380b0b2665f519efdcd,2
122916-121.47911-31.26564001,010123-121.47911-31.26564001,2
ff7df3cb5543c3a4dc2bf8564c8b398a,1d684f5820a079e36972247b9898e762,2
12282-121.55907-31.29085001,12283-121.55907-31.29085001,4
ea0c652358206f17b6e8934e2f456e8e,39d3b4888f9e96b10c00c8d471c7cd78,2
122716-121.47811-31.27148001,122715-121.47811-31.27148001,2
dc8e7455fa63eb81edd9a7aa2459c7a7,99370d7d0994fab61c936e14ff2529f3,2
122722-121.54823-31.27491001,122720-121.54823-31.27491001,2
7df99161af62c13a50ce3ab1e79e84c1,0933db56bee6b27870cbe434ef1c4c5a,2
01029-121.433-31.33080001,010211-121.433-31.33080001,3
49e13d23fa243f0de32aaa28ff7c0769,816b1f817a4247d86b6d1fc69ae86b56,2
010514-121.52569-31.27714001,123021-121.52793-31.28212001,3
70813b9294ba321331e3167ea968b804,33344fac7ee00444dfdba8bc63f149ba,2
010212-121.54944-31.18493001,122915-121.54944-31.18493001,3
9ea05db98f0f44ce7d14131b1b81921f,e3179a0c113d912271180980d655dbb6,2
010322-121.55196-31.20257001,123123-121.55196-31.20257001,2
b8dff67472d546b930659f3e2d8d62ac,c962b5dbf9e893894965b5c18880bb90,2
01055-121.48635-31.31537001,122719-121.48635-31.31537001,21
f82d316ed76c8310171dea8a0bcd024f,3cde97cf409c53d8b353ee050fffade6,2
123011-121.47423-31.23955001,122915-121.47423-31.23955001,14
d27520b8bf0c8889a069a2ff3d55cd96,d2699935932eb099b46591d8f4057e79,2
01038-121.54944-31.18493001,010319-121.54944-31.18493001,3
16d7dcb2158e0b19eda7f0c520071d1b,0e944695bc4a386e7b92123be33c08e5,2
010315-121.4511-31.28222001,01027-121.4511-31.28222001,2
c3d43d05226d0999abe4d7c1bd31cb92,d71e115849db65f7347f25d9572ebadf,2
12271-121.40388-31.11638001,12276-121.40388-31.11638001,8
d8412ec40ae56b2a0d753550193a97f2,7dd09a1ee88afd22ae28cc20cbc7fffd,2
123013-121.4411667-31.19747223,010414-121.4411667-31.19747223,2
564df52040735d039b88c64baccd6691,4bc4385aea3fbdf0e2e7b8a3230df827,2
010614-121.49249-31.28710001,123117-121.49249-31.28710001,2
40353287c16bc176212bdb9a281c5c68,283dfcbc1de159f51defd40d5cf93907,2
12289-121.40333-31.21361001,12288-121.40333-31.21361001,4
1fa07c69f0f84a4225a6e2797f82d714,ca69d48fa089c4531b034c73dca8fc2c,2
010522-121.4343-31.21091001,123122-121.4343-31.21091001,2
3afb7047843de3d1e55c5b5684dad020,0cebfb3ec3d578b300581eb69020b82c,2
12298-121.52193-31.15563001,122824-121.52193-31.15563001,2
8bb1e3d868327db70351ca321b74334d,69c2c99fff9eced454d5ac2ee6e6ba8a,2
010510-121.44588-31.22272001,010410-121.44588-31.22272001,7
04da1ed84164732cc1b957768f1607f1,f6c9a130af4f31d5d3381b4b6da3a3bc,2
01047-121.39158-31.24045001,01029-121.39158-31.24045001,7
fcd034928f7d35598acc10e4e6ce3032,07f80d13d6f40821f446636023f2b596,2
12296-121.65777-31.19750001,01057-121.65777-31.19750001,5
381478a5ab5ac1bcc2e64ad05821803b,6df8169f03cf0059f0eaa7f724863929,2
122818-121.43306-31.22417001,123117-121.43306-31.22417001,2
4888405d929ebf4b2ef59fe0362803db,fc2958d3cbc965ad5cba767f6cbc5774,2
123014-121.46-31.25389001,123017-121.46-31.25389001,2
a554df0fc44489b262e28f1fa702c2a5,9710a73d04ed38d1dbf795811f6f8f53,2
01043-121.4735-31.23763001,01046-121.4735-31.23763001,3
b8624b504c4e9e043800fbd61f281882,5871838d7e0263753797e53ec49d5b78,2
01063-121.61772-31.13240001,12305-121.61772-31.13240001,2
be4c711e779dee03552fe8dd1eafdba4,0d7b68debedb200736699d4a60b07272,2
010423-121.60662-31.30264001,01057-121.60662-31.30264001,2
6265e068e549d0c53ea96a040718762f,904828f37dbe2592b721dcb29515c6e6,2
01029-121.488-31.19800001,010212-121.488-31.19800001,2
ddec33842458434299eab56c988488f9,1a21cd54aaa92f46124a3ebc5b450462,2
010319-121.51997-31.27986001,122720-121.51355-31.27829001,2
9bad1c4ecf61c8c58e68d43dd4260950,86abdf074683a28f58b8fd24d2589760,2
123122-121.65369-31.27767001,123019-121.65369-31.27767001,7
88fde1f32e2b99203732918d50001fe7,27f0c508befe6b097747a15ef3563c62,2
123112-121.46575-31.21261001,123110-121.46575-31.21261001,2
c65591891f7584a6c8929b416da2dfeb,98e2a6557f365c84c27b136ff6266d6b,2
122913-121.45709-31.22599001,010517-121.47552-31.23922001,2
737c9320d603651362cf4432e050ac33,e39e2a4b72a3514f65ab63f1cd025a38,2
010210-121.41894-31.27560001,010221-121.41894-31.27560001,2
1fa07c69f0f84a4225a6e2797f82d714,58d7c7de7198b608818a9948a27ac2e1,2
010520-121.4343-31.21091001,010122-121.4343-31.21091001,2
e97f32c9c30824926cbce1ac3a276661,112ed130968a5e41f21525646960c370,2
123020-121.42957-31.21632001,123021-121.42957-31.21632001,2
d27520b8bf0c8889a069a2ff3d55cd96,c3b45b0b1bc4e8276cfb96c5820f8919,2
010120-121.57646-31.16632001,010219-121.57646-31.16632001,2
64f8abcaa7358ecb7087b09a59c1ba77,652f67450283c020af80932394167d78,2
123111-121.43125-31.28955001,122918-121.43125-31.28955001,7
ce27ca7820716de0fb94b0c46bcadcd1,f1b4c12fdadd5240e98c7565d5047094,2
01018-121.5893-31.28277,01015-121.5893-31.28277,2
e2ff670b971901c5b4671b9c9823b9c4,b714bddab2e9e93f2ba8c4a056b4cd6a,2
010114-121.43262-31.18580001,01063-121.43936-31.18538001,2
1dcc883ce7e95e477adc027c82142aac,1bfc93c5c47bf3725de29f4f13d3e76c,2
010119-121.4686-31.24137001,010120-121.4686-31.24137001,5
99aded66226fe3565abc293e663c6b62,40777b83f8f813bdd52bc78660b92137,2
01069-121.3566-31.17225001,010614-121.3566-31.17225001,2
