name1,name2,time
12289-121.5451-31.22349001,12299-121.5451-31.22349001,2
da7eb05faecef79d2077ec48c6d26f24,2dbc37e3305dac97408ef2ea011843d5,2
123113-121.50601-31.25979001,122813-121.51417-31.22489001,2
41e79409e6cc0c90e871a333993b7dcd,536f7241587925dffcccfd5bce9799c6,2
12311-121.50471-31.20658001,01017-121.50471-31.20658001,2
2f4fd1d19b0c37117ce8a6adcd12fb10,efc7c15a19dee17676e024c7c3c8f4a6,2
010324-121.49277-31.21722001,010123-121.49277-31.21722001,2
90342270a5fc61cd2399065dd843e5bc,f26113ad225e46c2414e76e4604aefcf,2
12288-121.50381-31.27336001,010610-121.50381-31.27336001,7
381478a5ab5ac1bcc2e64ad05821803b,c805a0496d60b5c856e833c4fee734d5,2
010112-121.484-31.22390001,122813-121.484-31.22390001,3
55e5aae4445de3a8d05dfc4198bbe7cf,51411dbb51048f362086f70443c1abde,2
122912-121.34444-31.16578001,123018-121.34444-31.16578001,2
da83e8297ece0a6afe2e4e368d0f7ece,541d745d7cd73cbaae3a7e45959d29f7,2
123011-121.46199-31.21206001,122811-121.46199-31.21206001,2
bed6b327081f6af1f030b6af8fdfbd91,c138ed5592c96ee720365e782540c111,2
122824-121.53056-31.23595001,123023-121.53056-31.23595001,3
b64b82db33db128ea81433a32e8192ac,3153449c69bffc3720b3f714f449511b,2
010316-121.4799-31.23779001,010317-121.4778-31.23950001,2
af1d698ddafbbe266816f773cdb3a5ea,4fe6207cce429272658d36c681edcc82,2
122921-121.42873-31.35356001,010420-121.42873-31.35356001,2
9d4624821af23075945c4b7309c0b672,be713941bcc040b3a4c5b038fb99feac,2
010120-121.52035-31.26942001,01028-121.52035-31.26942001,4
0baf4e69960fdde70151aa4a5f55fea2,235c94112e746a4106bf9e01e2e220f7,2
010210-121.33965-31.09211001,01038-121.33965-31.09211001,2
a2591dac42fdb268a1de31ce587c89b8,38f1c1faef2e4f605c6117000240350e,2
122714-121.39649-31.22170001,122813-121.39922-31.22966001,2
480fa8c326b106ea09f8b89fa3ebe80b,5d0c40bc1494461e5f629d072b16d3ef,2
123014-121.448236-31.22974701,123013-121.448236-31.22974701,2
66477eb606333a6f25889d71fb35e9c6,6a424210d65ea86ffb38e2064cc8f2b5,2
010420-121.52345-31.19697001,01068-121.52345-31.19697001,2
5138762aa825454767f70fde48f939af,6d4737e3a7a1c72d101f4b31a46787fc,2
12275-121.29524-31.23427001,122811-121.29524-31.23427001,2
465bdaeea03cfe22aa6ccd4ed23b311d,ab72e19de5a0a768d2d0cd00d80b5c3c,2
01018-121.52193-31.15563001,12316-121.52193-31.15563001,43
e8369ead75a98d0cf3fa51a861b9092a,c26b1b640240669b30b83fc8982d5673,2
12307-121.50188-31.16696001,122720-121.50188-31.16696001,4
d918708b5faea4dd701a93d46efa43ee,48595c64f07c781d4bae9487c61bdda2,2
122815-121.47926-31.26367001,122814-121.47555-31.26250001,2
0a9b02b712e080035c0ab9c54be4e37b,74c4d507986938ebd91f428ce0ed4c5a,2
010224-121.90025,30.87924001,4
ed93c5c59b194f6125e36bec77e0926a,9baf21b43636170a012085dd3d93203e,2
010421-121.3152-31.13886001,010418-121.31218-31.13546001,2
c86488003ae25657226f2ba8094695f1,60bf487a5a2e6e4a0be6ffe402eff700,2
12287-121.81724-31.11542001,01046-121.70775-31.17472001,2
e7902567c892c795804716ac9b2ce69a,fe833a3cf2377f704bb4636c359049cb,2
010211-121.44257-31.22348001,010314-121.44257-31.22348001,2
3afb7047843de3d1e55c5b5684dad020,5b3f8a531f818228bc304a0d1e3dc933,2
01023-121.53617-31.17256001,01024-121.53617-31.17256001,3
fd5698323bde79b1b1045e0419df82f3,fd795f5ec3c96a2e090bba4561d6c67f,2
122912-121.46666-31.23527001,01068-121.46666-31.23527001,16
3b4959addde47b68397c4b59ac64499e,1bfc93c5c47bf3725de29f4f13d3e76c,2
123022-121.47015-31.23886001,122923-121.47015-31.23886001,2
8e29a97fa6b61202033a5c2f79aba8d2,7bdeb4adeb16684e64e05ecec21b34ea,2
010114-121.45371-31.21846001,010117-121.45371-31.21846001,4
332be67e59816852fa97f252c63e1923,9fc0941d1b38c238073839eddc22c7e3,2
010510-121.70364-31.15074001,010514-121.70364-31.15074001,2
e2399e8bbb43afe701e68f787728e0c5,2f7e5bccd8910b9c0f8c1c0c57c3ff33,2
123110-121.52553-31.33257001,123111-121.51455-31.32070001,2
2ba1a16f86c3d101c1b5b586bf631e0d,a13a6b79d2c26b85b97cb74fb79fbda8,2
123120-121.54792-31.27682001,122720-121.54792-31.27682001,18
39cd7818a78d5c1ad7b80cb370da7a5b,d46c9c6070565c42410417c6e49abeb8,2
010513-121.44355-31.21520001,123118-121.44355-31.21520001,3
7703c0917a06d057ed62195718e5d8d1,7ee5aac8876f6dbb0ae65aef191c80f2,2
010423-121.2158111-31.0252306,12282-121.21581-31.02523001,4
b1405887f213e45c49f4bbc52bbfc175,51411dbb51048f362086f70443c1abde,2
01062-121.34579-31.16937001,010121-121.34579-31.16937001,2
0cebfb3ec3d578b300581eb69020b82c,6ae23996f132ec0dad33aaf46818b3a2,2
122911-121.47244-31.20925001,123010-121.47244-31.20925001,3
01776be44394b4a9ef096db8aec045d7,60b97ba692aa2d8bf1fe483c5a898bc2,2
122920-121.45902-31.31508001,010317-121.45902-31.31508001,13
e2c2df36bbc925db691789b720dc1fc2,1e8cdfd5b0c9e924b117c44dab7ccb07,2
123010-121.41397-31.19547001,123013-121.41397-31.19547001,4
e328bad99828b954250942f585525901,eea6bbf2e58df553850bdfae5dab1698,2
12318-121.57511-31.08697001,12278-121.57344-31.09374001,2
caaace8ec950059c6ae0b5bdd990ebf2,c805a0496d60b5c856e833c4fee734d5,2
010123-121.484-31.22390001,010524-121.484-31.22390001,2
dd2d0b3fa6e5214543f7c3e429bc2bc1,1d4bc0e50ce71461e641e1ca02a9d978,2
122910-121.41555-31.19305001,123011-121.41555-31.19305001,5
648d1b0472f29c729cc75f0f688a22a9,69c52acc04df2a0ba871506443836241,2
01024-121.49453-31.27447001,01012-121.49453-31.27447001,2
371b30e6203acca340c0ea9fa22ade4a,e2ff670b971901c5b4671b9c9823b9c4,2
01063-121.43936-31.18538001,12293-121.43936-31.18538001,6
4ecd357c2bd399d669a2f825b1d1f21f,abd43967447a6ce480114223cc44eb75,2
122917-121.35537-31.14421001,010422-121.382-31.18021801,2
42279db158f460a90d5087c05c8cfd17,b57b5facee2cae4005c05396642d6271,2
010219-121.33401-31.16729001,010220-121.33401-31.16729001,2
695e2017ca98bdb160340d9bae487f74,44e68f641faa1645be6d5c1acd1b5e35,2
010319-121.48909-31.18010001,123120-121.48909-31.18010001,2
d243d2320c69cf5f4383f12558452b79,0e944695bc4a386e7b92123be33c08e5,2
010613-121.4511-31.28222001,010116-121.4511-31.28222001,2
b6c8932cc749b08c48642cd0132ddc2f,e5eb03161b5ddc154fa5835ad8355f30,2
12292-121.43247-31.26429001,12294-121.43247-31.26429001,5
2943e80853c26a82a9ea8aacee1064af,a7ab8fff321d9a9a73cf459fd9b4e963,2
123018-121.425833-31.19444401,123012-121.42373-31.19784001,2
f2323f76c6d2d237febe01338f78324a,a0c15630b3e1307e07090d9015ecb4b3,2
010411-121.54944-31.18493001,123114-121.54944-31.18493001,2
cb354cb1abea1e0233c9d82af1dd0f11,60972457ac2a896faf8409b74524daf0,2
010116-121.38206-31.19835001,12272-121.38206-31.19835001,6
59d9bf256dd2c2b0435a59bea7504bdc,6c5c3ea7f331932e3c78ece19eca18ac,2
01038-121.47583-31.21416001,01037-121.47583-31.21416001,2
12011027592b6d9c81bc08b6d6847f7e,dfc7b3aa6bc0565b46e1c039d2c13fd2,2
12278-121.43125-31.28955001,12288-121.43125-31.28955001,3
8ffcf46b7f5580e4b6b3723d356dc675,9608e9a1b006d85f60d65083141653bf,2
010613-121.43861-31.18806001,010611-121.43861-31.18806001,2
383e123ff285d30582a162e7615cf41d,5e319da6e5d88f1c60060a334cbd3483,2
010424-121.516-31.24090001,122723-121.516-31.24090001,7
07fe4045f55ebdd34df735282db4cb07,a6b099f2529ea2be7ce6506e1b71421b,2
010314-121.606,30.92180001,8
8e01d6b17ee4116d207d049eda65b29d,e07b9bfbfbf52210cddffe9c8cb403f5,2
010614-121.4778-31.23950001,010613-121.4778-31.23950001,2
509163a733fb848e1537781bf80ec61a,a077e8880641edfddaa6f03339c7fa61,2
12278-121.37954-31.27615001,122713-121.37954-31.27615001,2
58a4c3bb47d7c79a170e6a1ff6eaa8de,58e31e9075bb5c98b17eec7d09f5b694,2
010413-121.39716-31.20056001,010411-121.39716-31.20056001,3
fce04caac5bfa648333dcab09ea9b98a,2af6a28e7735d93df7c790b03a121822,2
123017-121.47552-31.23922001,010615-121.47552-31.23922001,2
c3d66c90794a57c7508873f0e5468c22,0933db56bee6b27870cbe434ef1c4c5a,2
010211-121.433-31.33080001,12301-121.433-31.33080001,6
42279db158f460a90d5087c05c8cfd17,540c0c5f9baee7345b9fef2b091dd665,2
123113-121.43184-31.22857001,123114-121.43184-31.22857001,2
136a29344b8c26903f5a8152048f9910,c1b3a78d7e7764fd87ec5565d95b0553,2
01014-121.47106-31.28517001,01016-121.47106-31.28517001,3
0c362767b4eab7c2935c17fa1fd6203a,85a1a7177c79cce5463a39ee5bb7d125,2
010415-121.62474-31.21588001,010412-121.62474-31.21588001,2
7d7d79015d8cf35ea3f2a3a6fa380ad2,9ef999259a00daca1e1e0319f4227c81,2
123119-121.53917-31.22840001,123122-121.53917-31.22840001,3
53539b2830630f782f213fda0215a7eb,e6c86a2fdf652dd24ed807d334192b89,2
123021-121.36208-31.11382001,01068-121.35809-31.11769001,2
f2323f76c6d2d237febe01338f78324a,d59345251543f83d78c5db23968f6847,2
010416-121.54944-31.18493001,010414-121.54944-31.18493001,3
3fe9fb04fcf47df1e1f95e8080e7e77d,95735ba829dbee021e345e8de2fb52f7,2
010519-121.49229-31.26807001,123111-121.49229-31.26807001,8
f6022935be740e115f6d2d0e9d574406,3abeb47f5de9e077e0e6cf50f8616567,2
01048-121.44741-31.24611001,12291-121.44741-31.24611001,4
3edd4f69236ffae1712c5bbc97b1d05a,87f56a4708680bc5aa1d1875a293e914,2
123119-121.42719-31.26394001,010220-121.42719-31.26394001,4
8d5073367564fcf138ef4f5fa33a437b,c1b3a78d7e7764fd87ec5565d95b0553,2
123013-121.42126-31.24272001,12309-121.42126-31.24272001,8
76011ea961906063cd5711f0ea0a889d,102b7c3296981b3c23da3153ab89bab8,2
122917-121.49228-31.26182001,122913-121.49228-31.26182001,2
39fbcb0a0635bd3477e2335fe7f94bec,69c2c99fff9eced454d5ac2ee6e6ba8a,2
122912-121.44257-31.22348001,122911-121.44257-31.22348001,3
be2429f2074e453fce52d1483e7551f6,d6100f8fb38f0f8bfb8907e32f1a7f11,2
12302-121.47015-31.23886001,12305-121.47015-31.23886001,4
93e66d0cef0d25a2140195ca1bd05f4b,315ec1f1951761d45a54fc2b27ff3b3b,2
123113-121.455-31.25610001,122811-121.455-31.25610001,3
33344fac7ee00444dfdba8bc63f149ba,7055bde64ae9346477f00451a4fe71e8,2
122721-121.55333-31.20527001,010421-121.54944-31.18493001,2
6ed592fa20f63c85334379fb7231009a,c92286e132c2c640bcb9fbb57adb2d84,2
010322-121.41056-31.17583001,123021-121.41056-31.17583001,2
f517ee40d2e8e3fbc06ee4247f5e1df2,16247b86e8ebfbb9e9b9e4e6439f9529,2
010417-121.45583-31.19056001,122816-121.45583-31.19056001,2
52597f5a3d251ed27bdc4631d7d7bf2a,317fd400df98f5a6df39f14bbaae26fb,2
010513-121.49861-31.18056001,010417-121.49861-31.18056001,2
bfa56cd8d1e56a5d2578ca3ff3e04009,5e5eaf7bc6673296e6c2286f3dfeb888,2
01023-121.58788-31.26278001,01026-121.58788-31.26278001,4
ea8bbcf9aa9391cb70df16f42bd90403,8847baa8fd8bc8328cd512b4653743ee,2
12317-121.5893-31.28280001,010523-121.5893-31.28280001,3
973b4c52b8d803d970d0d4fecf51cea4,49ec2a1a7bc09feb00d9d2d176518b8c,2
010416-121.46471-31.20776001,123116-121.46471-31.20776001,2
97aecd60873be726cd16461846b9e015,acbbe8e5d6e79e90cf35ca906962252e,2
010517-121.45419-31.24132001,010512-121.45419-31.24132001,6
97aecd60873be726cd16461846b9e015,4e341d0468914a8c27c250472a7cb987,2
010512-121.45419-31.24132001,010513-121.45419-31.24132001,3
66a10de0d097c040235bafacd334189e,07f80d13d6f40821f446636023f2b596,2
12296-121.65777-31.19750001,12297-121.65777-31.19750001,2
4e97fc19e15b362d3ebfc64393edabd2,0475dc281b2dac48414e4f59f852ab1f,2
010415-121.51417-31.22489001,010418-121.51417-31.22489001,2
2fc190e38946c21d884bd32fcf92e764,48955acfa1561596498fcf20bf2bb6e4,2
122920-121.3237-31.21864001,010124-121.33401-31.16729001,2
111e941f64670fc87812c87baeca0b79,10494df2a82da22c0a8ef8c4d200df65,2
010110-121.39428-31.24691001,12311-121.39756-31.24996001,3
4be11e5e2868fe5e54362997f8c3ca2c,bf2fc3fd9f198280a4f69e4523eeabcb,2
01059-121.46629-31.29917001,12319-121.46629-31.29917001,2
0eccb8127385ada491b4937b95163da8,1dba9e4fcf6ab8d015cee662a8e3e8c7,2
123122-121.45936-31.20119001,010218-121.45936-31.20119001,3
1ac05b1b677c6da7280848c44a04e84a,6f43116355f274414d8c487c19a82e4c,2
01035-121.4451-31.2607,010424-121.4451-31.2607,22
56f25cc65a248d87c558c25734375907,ac44165ae39a1149e5973d98d10b5e34,2
010212-121.40069-31.24175001,122810-121.40069-31.24175001,3
30f81f7c6e1c3f213dc96ffc1980de0c,60972457ac2a896faf8409b74524daf0,2
010116-121.38206-31.19835001,010119-121.38206-31.19835001,2
ee14f9643b3994673a1fcf35b4ed9908,09bc182306f14169c7abd26b4bc5f395,2
010217-121.42639-31.18750001,010216-121.42513-31.19008001,2
d0e945d38526b9e4e561fffec53069f9,85a1a7177c79cce5463a39ee5bb7d125,2
010313-121.64-31.20300001,010412-121.62474-31.21588001,2
01bfc44c045c2c06a7692877e22ef470,159ce9ccdd23e47672c6de7c1f1a8fe5,2
01037-121.505627-31.12817401,010115-121.505627-31.12817401,6
942e825947665da76befc77a2f4935c6,58a4c3bb47d7c79a170e6a1ff6eaa8de,2
010318-121.39716-31.20056001,010316-121.39716-31.20056001,3
0b0dbf90c4dfa09719421cc5b3c3faf9,1d684f5820a079e36972247b9898e762,2
123016-121.56798-31.29521001,123013-121.56798-31.29521001,2
037f99941fa887647f012252842e0a0d,ea56e3832432d1b5519108ddbe6e5b22,2
010111-121.46884-31.19959001,010319-121.46884-31.19959001,2
227a8cf2b022ddfe497521c29482b250,e86c4dd83aaf1d5a4b93ae4339f79f5d,2
010114-121.3807-31.18640001,010115-121.3807-31.18640001,2
4f59f9434c50b1c35d1bde3c52aefa89,372fbbb258b320644f16ad7d5a2ec0cd,2
123112-121.40711-31.23242001,123017-121.40996-31.23860001,2
c44456854d7e6204193bbcf1cde264a6,e2ff670b971901c5b4671b9c9823b9c4,2
12316-121.43647-31.18374001,122824-121.43936-31.18538001,7
140de75d1a5d5bea699cb41171f644f2,1d0f3db55e99ab40b3bc5b777b661adb,2
010518-121.50278-31.23650001,010613-121.50278-31.23650001,8
1a36bbac6936db02546a1246c91479d2,54bc924ad5d4394aa97d4e6fa45bd764,2
122911-121.4183611-31.1833806,123016-121.4183611-31.1833806,4
ccb094d5101608aff167b0c2985e244e,d6100f8fb38f0f8bfb8907e32f1a7f11,2
12302-121.47015-31.23886001,12305-121.47015-31.23886001,2
1904aefe7652b2ca812b409143f6ed1c,9865eb6e08f327b1b9ad3ec9112ef1d5,2
123119-121.38941-31.19759001,123112-121.38941-31.19759001,3
2943e80853c26a82a9ea8aacee1064af,fce562bbbd5cc37cc35c11bbf1bc731b,2
010114-121.45083-31.20139001,010113-121.45083-31.20139001,2
b1a1012fccd3fa080b7916463eb3c756,8e86178b949d0b44f6b485dc4465ceb1,2
122712-121.42337-31.26472001,122713-121.42337-31.26472001,2
8e29a97fa6b61202033a5c2f79aba8d2,74b10df6b23e7d492d9e63bb09336304,2
010115-121.45371-31.21846001,010116-121.45371-31.21846001,2
9ac2ee000fafb2a5a8856db9a04b2452,a2c7d5cf79b9cc1c1c68f752995568b1,2
010519-121.54305-31.12642001,123123-121.54305-31.12642001,2
63325811b962fd72af39b33e9c31e417,1d684f5820a079e36972247b9898e762,2
12308-121.45257-31.19331001,123112-121.450734-31.19151001,2
e6d00a70735f69cec062484aac6c8d97,2ef55e80327c9f6a04004c7066bafa5c,2
010317-121.363-31.21560001,12301-121.363-31.21560001,5
9d1fa985f3fade974e955acbbfdc776c,d7cdce26f301544a8c4e9436a5579c5e,2
010212-121.54944-31.18493001,010210-121.54944-31.18493001,3
6895440724616b1aa94c3b4a8521f80c,54c4fa7a6e35c2d914dc0b57cfe372cb,2
01027-121.63561,30.91696001,4
b0ae94fe57637d7afc99132f978bb8e7,8b831a750ee3d3b68651e32c9653c08d,2
122920-121.46-31.22083001,122921-121.46-31.22083001,2
aa3d824d04f6f9007e314d4f44aabc9f,c9537e231c441286a659bb821520baf4,2
01069-121.4323-31.33988001,122917-121.4323-31.33988001,2
2413bee1a95a918d284c897f9ef77cc3,f1b5a959c01ae2c92ddb5d035754bb12,2
010324-121.46251-31.14260001,01041-121.46251-31.14260001,2
116e50c06e08fae48b0d75f66c94dbd4,1ddda6bb57eeb8c8f817bdbc3c8ed676,2
010216-121.34333-31.15889001,010217-121.34333-31.15889001,3
80b6873910ae5dad27f21879916081cf,8519e827e90c3e46a3a6e15956ab0cd4,2
122910-121.52627-31.33052001,122924-121.52627-31.33052001,18
28ea9ab7c75a38a02b6c5ebdaef00232,7bb6fd127c793697645ca36d1ebccb90,2
01066-121.43398-31.33631001,12317-121.43398-31.33631001,2
f79721d292c5e763725995fa488c4453,e135563af1182760f09d81e59dbf7035,2
12278-121.29639-31.14167001,12279-121.29639-31.14167001,2
35583458d96644698b5bcb9e6b29f89d,8eeb31736760ff77de790143578e95b6,2
010410-121.74823-31.20362,010411-121.74823-31.20362,5
3ca1b7f3c4e47f10308faa65bb934f84,ca67651f709e495e22472ac20486e421,2
123122-121.4347835-31.19641066,122718-121.4347835-31.19641066,2
8d134cb61afcce445242e8bfdac51a9f,3ca1b7f3c4e47f10308faa65bb934f84,2
123023-121.42934-31.13303001,01029-121.42934-31.13303001,2
70813b9294ba321331e3167ea968b804,bc109412c5fda70859a66d4ea75a575a,2
010314-121.54944-31.18493001,010315-121.54944-31.18493001,3
9d1fa985f3fade974e955acbbfdc776c,3dd7c766f984e1291d571e37906d7671,2
122715-121.54944-31.18493001,122712-121.54944-31.18493001,2
ceb2773d2ca9f6ce7baa03bfbbab268c,2ad9900f2b6342b1e5c83bde09c61d1b,2
122921-121.39452-31.26532001,122818-121.39452-31.26532001,5
c3d43d05226d0999abe4d7c1bd31cb92,487689458340d8bc1800b19be140bb68,2
010323-121.45371-31.21846001,010322-121.45371-31.21846001,2
6213178970feff4423e71980cccb3928,5cc447111eecaf16fc7eb2f919fb5765,2
123012-121.516-31.24090001,010413-121.516-31.24090001,4
601678dea397cca565bce83f1aacdcc9,929f5817539a88a938888b733fe8f43d,2
01039-121.5893-31.28280001,010321-121.5893-31.28280001,9
54a5476f88f91ef186ab926e46bb1b7d,d8412ec40ae56b2a0d753550193a97f2,2
01048-121.40775-31.16643001,12308-121.40775-31.16643001,2
8dda09a57762edb8c1010d6b5eb14cba,e034c45e8db075f881477f64be8f8638,2
122916-121.46514-31.20715001,122723-121.46514-31.20715001,18
1fc73fe0a061118ffea84912991ac956,feb3676d8499f1aef9dcf71a2cefb3b2,2
010413-121.43836-31.17620001,010416-121.43836-31.17620001,2
dc364f66b9299b4a00591287d57c9ec3,55b70f55075d707e530fa515faf6205f,2
010518-121.46196-31.23227001,123022-121.46196-31.23227001,6
4b12dcea07d5e0456e463d1a99fac65e,ab5e259ed6d1d3e9e6617bb1bce96b4c,2
01028-121.4364111-31.1564195,12291-121.4364111-31.1564195,6
0ceb3f615e02c669d037d5083cebdcde,8fcd9e02aa8c04561caf47f8d2b692bf,2
123017-121.4411667-31.19747223,010612-121.4411667-31.19747223,4
685eb3fd70f9d35f1b773c9bdb377fc8,4a9e26052c1da7c532fe7178c1fc2af6,2
010419-121.39324-31.19218001,010519-121.3931-31.19711001,2
d2699935932eb099b46591d8f4057e79,6fe51794d31e8449670bd3c15ceaacec,2
01047-121.54944-31.18493001,01032-121.54944-31.18493001,4
1d0fb784d4002926e539c414d3915fbd,fe18abd1b919777f3b02f087e4087e18,2
122823-121.40222-31.35138,010317-121.40222-31.35138,2
bcc675fb9f06b4636e2587f95c67237e,095451e6aa7501ba998e257acdb99747,2
01038-121.38482-31.12029001,01035-121.38482-31.12029001,2
a2ae924826ed50e07cef3b8f1000b42f,34aafad89996d33d9b7057ddf961f559,2
12305-121.4193-31.25154001,01011-121.4193-31.25154001,4
8bb483b3b9bffa88fa23149a28e328c4,f87937f57ef20cbe173db566491bf409,2
010416-121.48215-31.21176001,123013-121.48215-31.21176001,6
8787261371ab6f16d87cf96d687da41b,86abdf074683a28f58b8fd24d2589760,2
122816-121.66833-31.25673001,010222-121.66833-31.25673001,7
c12d033fa91d29684851f38c2d6b67aa,ddec33842458434299eab56c988488f9,2
122721-121.51355-31.27829001,122720-121.51355-31.27829001,2
e2ff670b971901c5b4671b9c9823b9c4,27fa0e2c3d54ede6fd6aa12ff7d459e3,2
01063-121.43936-31.18538001,12275-121.43936-31.18538001,43
fce04caac5bfa648333dcab09ea9b98a,93e66d0cef0d25a2140195ca1bd05f4b,2
01061-121.460113-31.25966401,010523-121.460113-31.25966401,2
bed6b327081f6af1f030b6af8fdfbd91,586fab019dedcdf387f21d06d99b3dc2,2
12284-121.53056-31.23595001,12293-121.53056-31.23595001,12
b4432e43c65a9d2691070e2e4b80f52f,ba3c94c27c52a13de613621569102ae3,2
010320-121.40222-31.35138001,010519-121.40222-31.35138001,2
70813b9294ba321331e3167ea968b804,7bfcd6f62f329cdc0cb86ae42f19c56f,2
010315-121.54944-31.18493001,01028-121.54944-31.18493001,2
4114e84946d75e317bc1a49fb163f626,09bcd773991f7d54642e838387f70742,2
010224-121.5158-31.08537,01034-121.5158-31.08537,2
6fc81b4b49834de8234da3786c732075,7dd6559800fe1073d48d398b914a1ff6,2
010218-121.57524-31.25905001,123121-121.49574-31.23982001,2
3c2f80397f1d753bb4e731907bdf8a22,3afb7047843de3d1e55c5b5684dad020,2
01066-121.53972-31.16790001,01065-121.53972-31.16790001,2
066c463b5784c8e8d3dc5082174363ab,6362fad40009d535ab78c43dd74c4ea1,2
123021-121.53808-31.26988001,123022-121.53808-31.26988001,3
72d6a237049c4142b3f0839a4803d7df,2a3a0c41f1c5c3798d22c31d53c75334,2
12281-121.36722-31.21833001,01034-121.36722-31.21833001,3
e777663165019d01b44d47946dcea951,eb1563f490d93ba133828ec3b7c08c85,2
01021-121.39948-31.25625001,01031-121.39948-31.25625001,3
54a5476f88f91ef186ab926e46bb1b7d,7db7cb9e07e2a223ed52f456ed541e7b,2
010314-121.45161-31.12937001,010322-121.45161-31.12937001,2
f058f0c5987f4bdfb8e76c4ce2d81c34,364d75f947f2c82170b46a23f36cc781,2
010219-121.412862-31.21998801,010220-121.41148-31.22024001,2
d28b1d0c20797e15987017171f135679,983dd5d91983b1fba3986f05b3ed71c8,2
010411-121.396-31.25853001,123011-121.396-31.25853001,4
848ba33fee6991053a7a93c927280b4d,68e6d067ddf658bf86c6d3832aeb17c4,2
01067-121.4168-31.16070001,01027-121.4168-31.16070001,3
fdab0957c28c7d6f3a88e5a4420e1b4b,aee2abeff3bd5d5f44b406f8f65b6ff5,2
01065-121.46629-31.29917001,01035-121.46629-31.29917001,2
c26b1b640240669b30b83fc8982d5673,a3e44f77dfeda84f33e5bf1312c2001c,2
123010-121.53432-31.20449001,010615-121.53432-31.20449001,6
601678dea397cca565bce83f1aacdcc9,93328ae4a8b698ce40b62fb08eb5aca2,2
12277-121.5893-31.28280001,122713-121.5893-31.28280001,30
f177ba2c09796aa963d34284b74bc18d,df294d7c0186cf83d390169a43559b37,2
123016-121.5178-31.20410001,010221-121.5178-31.20410001,2
f3e0246ed98c9c752eeac4a790757992,f06464bfd48adf3a0c5a1e1149528565,2
12287-121.42723-31.25086001,12286-121.42723-31.25086001,2
7a03610ebb69a45b2652f13f52fed8b3,79bfd05ffa485fbdaa591e75d03ef62d,2
123015-121.52658-31.22424001,123016-121.52658-31.22424001,2
3153449c69bffc3720b3f714f449511b,5947e61f0ef59c224e632d2d08562854,2
01062-121.472328-31.30157001,01067-121.472328-31.30157001,5
bca5268f2157e327adb0132678688f62,03c0f7bf01f4d5e812247cc05b61d1f3,2
010416-121.4781-31.12205001,010114-121.4781-31.12205001,21
e6cfb4f12c078c3aa6889532df0109b2,332be67e59816852fa97f252c63e1923,2
01034-121.70364-31.15074001,01032-121.70364-31.15074001,21
6895440724616b1aa94c3b4a8521f80c,97e50d87c57a9d07a258113bb54a8634,2
122813-121.42212-31.27336001,122814-121.42212-31.27336001,2
fd89803eadab04e359442b1a17b6e987,cdd008a04ba932cb54475adb57dbe15f,2
010213-121.4235611-31.1974806,010211-121.4235611-31.1974806,2
ef226275ec5fee68b4419fcb4c01206a,c49feead37460b8d1e799e86a63a816e,2
010413-121.51476-31.24520001,123018-121.51476-31.24520001,2
4a21d554e15c5d0fcc46928d9f95e44a,1b3602c5d9d5bb4ad9225eac431c9774,2
122717-121.81724-31.11542001,122720-121.81724-31.11542001,2
6319dab9acc8f545d50c7aee74b4fe6a,e48d0444b82b2a293de2f46c00d5efd5,2
12291-121.42723-31.25086001,122810-121.42336-31.29012001,2
0837ce6f83f6ca2f67d649536aab5b51,59d9bf256dd2c2b0435a59bea7504bdc,2
010422-121.47583-31.21416001,010221-121.47583-31.21416001,4
cb354cb1abea1e0233c9d82af1dd0f11,9d0c0473c67722a6d7bb62d5f5720b2d,2
122822-121.4945-31.14566001,01054-121.4945-31.14566001,22
e83718757abbf300b91b5faa4ff30426,60972457ac2a896faf8409b74524daf0,2
12309-121.45083-31.20139001,12298-121.45083-31.20139001,3
a555b1d278b114f80b32acfa8bfbbbe7,4a6e2bd7c31467294f404455bf973c12,2
01066-121.47041-31.22136001,01058-121.47041-31.22136001,9
c36e9edd726440d7666bda1224bf390a,02f24600e7f667ca9f7ddf045be2b1d5,2
122713-121.46215-31.25113001,122712-121.46215-31.25113001,2
e2c2df36bbc925db691789b720dc1fc2,c6d470684f962b9f50feea85ed5799d3,2
010411-121.38206-31.19835001,010316-121.41555-31.19305001,2
e64855549137a060a6866b7b151514bf,5a64fd954e33facdb5c122557ec581bf,2
122820-121.463211-31.30780401,010420-121.463211-31.30780401,2
63eea57da220fc53e6a543e9ed8ba759,7bdeb4adeb16684e64e05ecec21b34ea,2
010214-121.45371-31.21846001,010114-121.45371-31.21846001,9
90db5ccfa2a5a2cdb0ead1c1eee6e9f5,49e13d23fa243f0de32aaa28ff7c0769,2
123021-121.52793-31.28212001,12311-121.52793-31.28212001,2
280cc7a4fa965e1c812b80a17ba9eca5,35af90e4e075125998dd66da7bcf3c16,2
12314-121.45963-31.22702001,12315-121.45963-31.22702001,2
40eac1e4f6a4868714b7a1f41d44ea9d,b59661fc86f72a9a38a06dcba28117df,2
12288-121.3152-31.13886001,12319-121.3152-31.13886001,6
a58f67138f496a4e8fd3a60b3e8d93fc,cecfd187f3e517626ba1f25d0ec7d1a4,2
12286-121.43105-31.28946,122722-121.43105-31.28946,10
e04f79c52384dff35929383bacf8e7d3,f03f63ee92fa4103a5b392f78a5eb255,2
010521-121.52797-31.31469001,01019-121.52797-31.31469001,2
